cluster_i,cluster_j,distance,count
198,230,0.000153,2
65,67,0.000460,2
253,264,0.000494,2
123,152,0.000682,2
64,68,0.000794,2
251,257,0.000874,2
211,239,0.001060,2
14,15,0.001085,2
266,241,0.001107,3
126,191,0.001305,2
162,181,0.001412,2
143,169,0.001413,2
247,250,0.001451,2
21,23,0.001641,2
167,170,0.001669,2
197,205,0.001880,2
137,176,0.001936,2
89,90,0.002221,2
193,256,0.002334,2
194,281,0.002414,3
129,155,0.002456,2
138,164,0.002475,2
201,261,0.002499,2
214,243,0.002528,2
278,249,0.002577,3
196,226,0.002609,2
136,148,0.002642,2
122,125,0.002748,2
127,175,0.002794,2
30,32,0.002836,2
1,2,0.002872,2
221,248,0.002891,2
11,13,0.002965,2
50,51,0.002996,2
92,93,0.002999,2
99,100,0.003052,2
282,188,0.003059,3
146,159,0.003101,2
273,16,0.003145,3
216,223,0.003148,2
142,192,0.003218,2
209,219,0.003275,2
245,252,0.003453,2
118,145,0.003462,2
133,173,0.003479,2
73,75,0.003500,2
232,240,0.003616,2
57,58,0.003621,2
212,218,0.003693,2
45,46,0.003739,2
215,271,0.003769,3
200,234,0.003853,2
74,78,0.003861,2
199,262,0.003892,2
203,229,0.003908,2
107,109,0.003981,2
235,246,0.004042,2
120,139,0.004120,2
224,255,0.004141,2
81,82,0.004177,2
287,165,0.004282,3
116,117,0.004292,2
97,101,0.004349,2
42,195,0.004404,2
149,182,0.004423,2
61,63,0.004458,2
86,283,0.004512,3
144,185,0.004525,2
228,238,0.004549,2
80,83,0.004628,2
38,40,0.004657,2
206,244,0.004687,2
286,276,0.004733,4
134,141,0.004754,2
272,236,0.004775,3
270,69,0.004793,3
22,25,0.004855,2
135,168,0.004906,2
296,3,0.004982,3
54,313,0.005001,3
220,297,0.005034,3
160,179,0.005084,2
112,114,0.005107,2
207,307,0.005160,3
106,108,0.005193,2
174,186,0.005214,2
76,77,0.005247,2
284,204,0.005250,3
202,322,0.005263,3
35,36,0.005333,2
291,222,0.005362,3
309,147,0.005442,3
34,37,0.005528,2
293,156,0.005588,3
341,267,0.005600,5
121,172,0.005669,2
124,302,0.005770,4
289,259,0.005781,3
161,187,0.005819,2
184,190,0.005836,2
131,153,0.006236,2
20,24,0.006290,2
157,166,0.006371,2
150,189,0.006451,2
342,26,0.006460,3
326,140,0.006529,4
208,213,0.006761,2
285,337,0.006995,5
39,41,0.007086,2
346,231,0.007123,4
55,60,0.007124,2
8,10,0.007159,2
316,258,0.007168,4
320,217,0.007263,3
59,62,0.007357,2
333,177,0.007476,3
47,48,0.007535,2
28,29,0.007557,2
