cluster_i,cluster_j,distance,count
211,212,0.000531,2
45,50,0.000941,2
13,18,0.000982,2
52,59,0.001071,2
15,30,0.001166,2
123,124,0.001219,2
301,29,0.001263,3
16,38,0.001276,2
2,306,0.001339,3
202,203,0.001394,2
19,22,0.001652,2
138,142,0.001701,2
6,7,0.001728,2
0,1,0.001736,2
36,49,0.001960,2
76,78,0.002070,2
302,54,0.002136,3
9,14,0.002174,2
312,315,0.002228,5
132,133,0.002253,2
102,105,0.002271,2
134,135,0.002386,2
25,55,0.002413,2
303,27,0.002444,3
61,62,0.002628,2
317,60,0.002652,6
307,321,0.002792,5
20,28,0.002825,2
53,56,0.002849,2
216,217,0.002860,2
325,51,0.002884,6
323,197,0.002939,3
329,5,0.002959,7
318,320,0.003135,4
186,188,0.003174,2
44,46,0.003193,2
42,334,0.003241,3
324,313,0.003283,8
35,40,0.003306,2
336,331,0.003346,15
65,66,0.003371,2
96,98,0.003447,2
144,145,0.003564,2
338,58,0.003600,16
99,100,0.003678,2
17,23,0.003710,2
95,97,0.003967,2
319,103,0.004124,3
164,166,0.004127,2
88,91,0.004134,2
89,90,0.004277,2
140,141,0.004528,2
342,21,0.004549,17
322,43,0.004607,4
83,85,0.004622,2
351,326,0.004637,19
117,118,0.004795,2
75,314,0.004874,3
183,333,0.004958,3
4,8,0.004984,2
354,305,0.005041,22
352,33,0.005094,5
107,110,0.005122,2
160,163,0.005171,2
201,298,0.005229,2
168,172,0.005346,2
120,121,0.005383,2
360,26,0.005409,6
136,198,0.005475,2
327,57,0.005565,3
362,162,0.005579,3
108,109,0.005697,2
356,79,0.005704,4
125,127,0.005890,2
359,309,0.005909,24
3,366,0.005977,7
316,344,0.005989,4
310,350,0.006019,4
348,349,0.006191,4
39,335,0.006322,4
375,11,0.006373,5
339,67,0.006398,3
80,353,0.006465,3
373,311,0.006532,26
72,73,0.006540,2
341,149,0.006563,3
170,174,0.006639,2
382,374,0.006643,33
386,378,0.006658,37
287,288,0.006753,2
219,220,0.006776,2
387,32,0.006920,38
177,179,0.006953,2
340,343,0.007057,4
82,86,0.007093,2
71,383,0.007099,3
392,101,0.007107,5
390,379,0.007179,43
371,77,0.007191,5
153,157,0.007209,2
161,165,0.007224,2
300,47,0.007359,3
126,131,0.007365,2
200,363,0.007394,3
169,173,0.007420,2
237,238,0.007457,2
401,130,0.007479,3
147,148,0.007542,2
176,178,0.007558,2
397,81,0.007671,6
250,252,0.007688,2
384,406,0.007719,5
357,189,0.007946,4
152,154,0.007972,2
399,347,0.008104,4
361,111,0.008280,3
411,185,0.008449,5
412,398,0.008469,4
74,408,0.008720,7
396,10,0.008736,44
381,84,0.008772,4
403,385,0.008863,4
68,70,0.008874,2
330,196,0.008936,4
410,146,0.008957,6
156,159,0.008977,2
192,195,0.009006,2
418,24,0.009164,45
113,116,0.009316,2
264,265,0.009366,2
426,41,0.009388,46
429,337,0.009465,48
209,210,0.009535,2
430,368,0.009593,51
419,393,0.009805,6
432,400,0.010254,54
190,191,0.010265,2
376,143,0.010361,5
436,423,0.010381,11
119,365,0.010490,3
112,427,0.010554,3
346,104,0.010574,4
434,358,0.010648,56
437,150,0.010750,12
414,114,0.010846,4
377,93,0.010911,5
187,435,0.010952,3
391,182,0.010966,3
180,181,0.010990,2
441,48,0.010996,57
364,420,0.011135,6
421,69,0.011139,3
64,367,0.011141,3
448,34,0.011236,58
452,12,0.011306,59
405,128,0.011353,4
453,37,0.011357,60
422,451,0.011478,7
415,445,0.011607,8
407,446,0.011955,5
137,442,0.011962,13
230,231,0.012246,2
271,272,0.012642,2
413,449,0.012683,10
175,458,0.012691,6
380,450,0.012753,6
355,438,0.012885,5
151,416,0.013149,5
259,260,0.013400,2
293,294,0.013540,2
443,370,0.013593,6
462,463,0.013864,16
409,251,0.013911,3
115,465,0.013929,6
266,267,0.013973,2
470,447,0.013981,18
425,193,0.014138,3
474,171,0.014299,19
402,297,0.014307,4
469,439,0.014402,9
304,454,0.014410,6
122,372,0.014619,3
479,129,0.014625,7
459,466,0.014732,18
155,158,0.014785,2
456,63,0.014822,8
226,227,0.014830,2
455,31,0.014990,61
285,286,0.015194,2
106,478,0.015223,10
87,444,0.015391,6
223,224,0.015499,2
