cluster_i,cluster_j,distance,count
20,47,0.000210,2
41,42,0.000661,2
7,50,0.000860,2
61,65,0.000885,2
2,11,0.000912,2
238,28,0.000956,3
67,88,0.001045,2
32,146,0.001161,2
155,164,0.001288,2
36,161,0.001341,2
23,52,0.001349,2
64,135,0.001365,2
24,38,0.001472,2
82,109,0.001549,2
92,122,0.001616,2
10,178,0.001681,2
55,181,0.001750,2
8,179,0.001763,2
117,118,0.001825,2
80,110,0.001887,2
99,126,0.001928,2
115,136,0.001993,2
140,169,0.002025,2
85,137,0.002331,2
243,35,0.002429,4
1,154,0.002450,2
96,128,0.002527,2
71,94,0.002557,2
242,165,0.002576,3
60,124,0.002703,2
9,25,0.002761,2
119,121,0.002884,2
18,44,0.002922,2
51,180,0.003019,2
173,174,0.003158,2
46,163,0.003393,2
15,177,0.003456,2
95,131,0.003461,2
257,100,0.003567,3
245,157,0.003567,3
91,120,0.003606,2
84,125,0.003705,2
83,106,0.003745,2
74,104,0.003805,2
98,107,0.003838,2
22,48,0.003887,2
153,160,0.003968,2
17,247,0.003982,3
77,90,0.003993,2
14,272,0.004058,3
253,149,0.004093,3
75,256,0.004095,3
21,170,0.004145,2
144,148,0.004157,2
156,162,0.004283,2
43,168,0.004304,2
59,249,0.004309,3
70,101,0.004340,2
259,134,0.004362,3
89,111,0.004439,2
254,260,0.004586,4
194,195,0.004655,2
5,151,0.004685,2
283,147,0.004735,3
108,127,0.004864,2
102,130,0.004924,2
81,269,0.005125,3
270,142,0.005137,3
240,176,0.005194,3
53,159,0.005263,2
40,45,0.005350,2
66,275,0.005352,3
78,114,0.005430,2
264,296,0.005553,5
16,175,0.005738,2
262,145,0.005766,5
69,251,0.005805,3
288,37,0.005943,4
29,39,0.006480,2
143,158,0.006489,2
58,258,0.006499,3
57,297,0.006706,3
291,171,0.006860,3
279,93,0.006870,3
261,105,0.007021,3
26,166,0.007062,2
86,113,0.007179,2
268,248,0.007204,4
6,172,0.007219,2
266,138,0.007379,4
30,139,0.007400,2
62,281,0.007521,3
241,116,0.007558,3
295,304,0.007876,5
255,54,0.007951,3
278,97,0.007977,3
56,280,0.008062,3
263,31,0.008229,3
19,290,0.008390,3
294,244,0.008414,5
230,231,0.008498,2
265,72,0.008622,3
12,298,0.008818,5
13,293,0.008935,3
318,79,0.009034,4
123,129,0.009256,2
239,167,0.009494,3
4,306,0.009530,4
323,284,0.009538,4
87,311,0.009614,6
3,308,0.009726,3
271,152,0.009737,3
63,289,0.009833,4
68,331,0.010403,6
141,246,0.010465,3
321,133,0.010641,4
339,132,0.010754,4
324,112,0.010963,3
0,34,0.011065,2
325,287,0.011278,7
250,320,0.011486,5
197,198,0.011580,2
315,27,0.011877,5
350,303,0.011916,6
309,76,0.012028,4
333,252,0.012328,5
314,276,0.012407,6
301,328,0.012774,5
277,273,0.013174,5
316,150,0.013404,3
267,353,0.013490,6
330,329,0.014143,6
327,326,0.014221,6
349,292,0.014328,5
310,347,0.014829,8
341,313,0.015028,8
319,103,0.015356,4
274,365,0.016359,7
370,33,0.016597,7
205,206,0.016852,2
219,220,0.017115,2
300,340,0.017140,7
307,317,0.017233,4
348,49,0.017271,4
334,322,0.017761,6
182,237,0.017948,2
346,352,0.018596,7
302,343,0.019547,4
335,332,0.019558,6
373,336,0.019663,11
369,73,0.020195,7
356,358,0.020373,7
342,282,0.020491,6
213,214,0.021376,2
286,355,0.021684,5
381,360,0.021771,9
337,361,0.021942,11
357,344,0.022272,10
202,203,0.022794,2
362,351,0.023240,10
186,187,0.023269,2
376,305,0.024339,10
199,200,0.024671,2
364,385,0.024691,10
210,211,0.026367,2
233,234,0.027755,2
389,285,0.027961,10
386,380,0.028000,10
395,371,0.028112,15
374,372,0.028113,12
208,209,0.028231,2
191,192,0.030246,2
388,354,0.030358,11
387,312,0.031265,13
379,375,0.032122,14
384,367,0.032292,10
216,217,0.032300,2
225,226,0.032881,2
184,185,0.033073,2
390,392,0.033074,11
382,401,0.033467,16
188,189,0.033901,2
397,363,0.033969,15
383,236,0.038574,3
407,368,0.039045,18
227,228,0.039481,2
404,399,0.039636,20
221,222,0.039711,2
424,366,0.039726,25
223,224,0.041009,2
345,406,0.041088,19
394,420,0.041976,26
393,412,0.045758,23
405,413,0.047330,20
417,410,0.050794,22
229,338,0.051745,3
391,215,0.053722,3
193,299,0.055115,3
204,377,0.055445,3
190,409,0.056960,3
402,212,0.058633,3
421,183,0.063506,4
414,218,0.063582,3
201,396,0.064134,3
418,429,0.065696,42
403,235,0.067412,3
431,411,0.067781,33
430,428,0.070411,42
207,408,0.072920,3
196,359,0.073322,3
422,432,0.076077,40
378,425,0.077778,4
426,445,0.087010,67
416,398,0.087557,4
442,448,0.099015,82
433,232,0.100853,4
427,415,0.101466,4
450,444,0.109751,100
419,437,0.118753,5
400,441,0.130088,5
452,435,0.156898,85
438,434,0.161026,6
455,454,0.171124,104
439,443,0.175664,7
458,447,0.176921,88
436,446,0.181629,6
423,453,0.184414,6
440,449,0.197881,7
451,456,0.265763,9
460,464,0.309808,110
462,457,0.343370,93
463,459,0.366933,12
461,466,0.458007,16
467,465,0.495432,117
468,469,0.617359,105
471,470,0.661915,133
473,472,0.673375,238
