cluster_i,cluster_j,distance,count
211,212,0.000531,2
45,50,0.000941,2
13,18,0.000982,2
52,59,0.001071,2
15,30,0.001166,2
123,124,0.001219,2
16,38,0.001276,2
202,203,0.001394,2
19,22,0.001652,2
138,142,0.001701,2
301,29,0.001716,3
6,7,0.001728,2
0,1,0.001736,2
2,305,0.001856,3
36,49,0.001960,2
76,78,0.002070,2
9,14,0.002174,2
132,133,0.002253,2
102,105,0.002271,2
134,135,0.002386,2
25,55,0.002413,2
302,54,0.002520,3
303,27,0.002549,3
61,62,0.002628,2
20,28,0.002825,2
53,56,0.002849,2
216,217,0.002860,2
5,319,0.003035,3
311,60,0.003086,3
186,188,0.003174,2
44,46,0.003193,2
35,40,0.003306,2
65,66,0.003371,2
96,98,0.003447,2
327,320,0.003464,6
144,145,0.003564,2
51,58,0.003600,2
99,100,0.003678,2
17,23,0.003710,2
95,97,0.003967,2
164,166,0.004127,2
88,91,0.004134,2
322,197,0.004230,3
89,90,0.004277,2
140,141,0.004528,2
83,85,0.004622,2
117,118,0.004795,2
42,329,0.004833,3
312,326,0.004926,6
4,8,0.004984,2
317,103,0.005002,3
107,110,0.005122,2
316,318,0.005123,4
160,163,0.005171,2
183,328,0.005195,3
201,298,0.005229,2
168,172,0.005346,2
120,121,0.005383,2
321,43,0.005426,4
136,198,0.005475,2
75,314,0.005602,3
108,109,0.005697,2
125,127,0.005890,2
309,307,0.006203,5
324,57,0.006233,3
347,335,0.006235,8
72,73,0.006540,2
359,79,0.006543,4
357,33,0.006633,5
170,174,0.006639,2
333,313,0.006685,8
3,21,0.006747,2
308,343,0.006752,4
287,288,0.006753,2
219,220,0.006776,2
177,179,0.006953,2
82,86,0.007093,2
153,157,0.007209,2
161,165,0.007224,2
334,149,0.007361,3
126,131,0.007365,2
362,323,0.007402,7
169,173,0.007420,2
237,238,0.007457,2
336,101,0.007514,3
147,148,0.007542,2
176,178,0.007558,2
11,337,0.007683,3
250,252,0.007688,2
300,47,0.007710,3
331,67,0.007769,3
352,162,0.007850,3
152,154,0.007972,2
340,342,0.008316,4
39,346,0.008319,4
370,26,0.008327,3
80,344,0.008766,3
369,364,0.008847,16
68,70,0.008874,2
156,159,0.008977,2
192,195,0.009006,2
24,32,0.009164,2
315,386,0.009208,5
379,130,0.009229,3
71,365,0.009269,3
113,116,0.009316,2
264,265,0.009366,2
350,111,0.009526,3
209,210,0.009535,2
310,10,0.009600,3
394,367,0.009841,8
366,77,0.009870,5
353,189,0.009966,4
200,354,0.010008,3
190,191,0.010265,2
143,146,0.010381,2
330,41,0.010986,3
180,181,0.010990,2
332,383,0.011066,5
349,104,0.011292,4
34,37,0.011357,2
384,150,0.011445,3
341,196,0.011648,4
375,84,0.011796,3
410,81,0.011848,6
374,182,0.012040,3
388,48,0.012046,4
64,358,0.012088,3
230,231,0.012246,2
381,368,0.012530,4
411,185,0.012554,5
271,272,0.012642,2
119,356,0.012795,3
348,408,0.012979,5
395,422,0.013110,6
377,339,0.013369,4
259,260,0.013400,2
293,294,0.013540,2
415,393,0.013750,7
266,267,0.013973,2
112,404,0.014237,3
409,400,0.014539,10
155,158,0.014785,2
226,227,0.014830,2
391,376,0.014833,4
74,423,0.015180,7
285,286,0.015194,2
402,128,0.015250,4
401,380,0.015431,12
387,251,0.015484,3
223,224,0.015499,2
397,69,0.015540,3
184,187,0.015721,2
93,94,0.015777,2
115,345,0.015812,3
355,171,0.015881,3
406,114,0.015882,4
137,371,0.016427,5
175,385,0.016467,3
399,193,0.016541,3
232,233,0.016554,2
396,363,0.016774,19
414,378,0.017051,5
432,12,0.017317,6
420,151,0.017365,4
122,361,0.017439,3
289,290,0.017468,2
455,360,0.017586,6
280,282,0.017936,2
434,167,0.018277,5
424,416,0.018834,5
421,63,0.018896,5
437,425,0.018939,11
418,106,0.019307,5
454,428,0.019385,7
429,451,0.019413,7
441,398,0.019653,4
460,462,0.019940,25
242,243,0.020051,2
456,139,0.020638,6
261,262,0.020886,2
276,277,0.020950,2
412,297,0.020973,4
292,436,0.021114,3
31,419,0.021155,3
87,392,0.021169,5
306,204,0.021177,3
413,194,0.021241,3
228,229,0.021281,2
129,351,0.021358,5
440,447,0.021392,22
470,426,0.022151,8
